Upload a Rigveda line,Prediction,timestamp
.gradio\flagged\Upload a Rigveda line\47b9fa6f8407428f58b9\0007_f00_r00.png,ः जुःं ः ंः ःंुः ः,2025-09-20 22:26:28.603446
